age,balance,duration,campaign,pdays,previous,job_admin.,job_blue-collar,job_entrepreneur,job_housemaid,job_management,job_retired,job_self-employed,job_services,job_student,job_technician,job_unemployed,marital_divorced,marital_married,marital_single,education_primary,education_secondary,education_tertiary,default_no,default_yes,housing_no,housing_yes,loan_no,loan_yes,contact_cellular,contact_telephone,contact_unknown,day_gr1,day_gr2,day_gr3,month_EarlyQuarter,month_EndQuarter,month_MidQuarter,poutcome_failure,poutcome_success,poutcome_unknown,deposit,ID
36.0,8.98,330.0,1.0000000000000002,311.00000000000006,4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,yes,979
47.0,8.96,488.0,2.0000000000000004,999.0000000000001,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,no,45
53.0,8.85,209.0,2.0000000000000004,999.0000000000001,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,no,4805
45.0,8.81,64.0,2.0000000000000004,999.0000000000001,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,no,4109
41.0,8.805,195.0,4.000000000000001,251.00000000000003,4,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,1,0,1,0,0,0,0,1,0,0,1,1,0,0,no,4798
45.0,8.875,582.0,1.0000000000000002,95.00000000000001,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,1,0,yes,8020
38.0,9.28,470.0,1.0000000000000002,96.00000000000001,3,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,yes,432
32.0,8.82,203.0,1.0000000000000002,87.00000000000001,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,1,yes,6442
34.0,8.84,329.0,1.0000000000000002,94.00000000000001,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,no,7779
26.0,8.78,164.0,3.000000000000001,999.0000000000001,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,no,6979
78.0,8.89,193.0,1.0000000000000002,999.0000000000001,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,yes,5492
33.0,8.8,170.0,6.000000000000002,999.0000000000001,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,1,no,2808
33.0,8.86,179.0,2.0000000000000004,999.0000000000001,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,no,261
34.0,9.01,207.0,3.000000000000001,130.00000000000003,5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,1,yes,10561
60.0,9.36,290.0,1.0000000000000002,999.0000000000001,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,no,2034
38.0,9.35,580.0,3.000000000000001,999.0000000000001,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,no,8859
50.0,9.49,495.0,1.0000000000000002,92.00000000000001,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,yes,4082
53.0,9.38,1209.0,3.000000000000001,999.0000000000001,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,no,9601
46.0,9.67,1148.0,1.0000000000000002,276.00000000000006,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,yes,3701
49.0,8.87,158.0,1.0000000000000002,59.00000000000001,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,no,5521
55.0,9.195,349.0,1.0000000000000002,999.0000000000001,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,yes,1030
38.0,9.0,224.0,1.0000000000000002,999.0000000000001,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,1,no,6110
32.0,8.92,317.0,5.000000000000001,999.0000000000001,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,1,yes,9851
46.0,8.914,557.0,1.0000000000000002,172.00000000000003,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,1,0,0,1,1,0,0,no,1173
52.0,9.086,90.0,1.0000000000000002,999.0000000000001,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,no,5147
45.0,9.64,286.0,2.0000000000000004,999.0000000000001,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,no,9203
27.0,9.16,168.0,1.0000000000000002,389.00000000000006,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,1,0,1,0,0,0,0,1,0,0,1,1,0,0,yes,5547
45.0,9.24,162.0,1.0000000000000002,999.0000000000001,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,no,9181
42.0,8.94,90.0,3.000000000000001,999.0000000000001,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,no,6572
33.0,9.56,238.0,4.000000000000001,999.0000000000001,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,yes,6305
50.0,8.96,31.0,2.0000000000000004,999.0000000000001,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,no,9887
33.0,8.9,189.0,1.0000000000000002,999.0000000000001,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,1,no,9316
37.0,9.03,178.0,1.0000000000000002,175.00000000000003,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,1,1,0,0,no,5179
57.0,9.19,165.0,2.0000000000000004,999.0000000000001,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,no,9353
50.0,8.984,63.0,1.0000000000000002,999.0000000000001,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,no,9500
37.0,9.24,664.0,3.000000000000001,999.0000000000001,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,yes,6728
36.0,9.13,292.0,1.0000000000000002,999.0000000000001,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,no,8050
37.0,8.81,93.0,14.000000000000004,999.0000000000001,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,no,895
31.0,8.81,581.0,6.000000000000002,999.0000000000001,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,yes,8433
32.0,8.84,729.0,1.0000000000000002,29.000000000000004,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,yes,3046
31.0,8.84,299.0,2.0000000000000004,999.0000000000001,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,yes,8114
51.0,8.83,278.0,2.0000000000000004,999.0000000000001,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,no,9160
25.0,8.86,658.0,3.000000000000001,999.0000000000001,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,yes,7086
33.0,8.81,83.0,2.0000000000000004,999.0000000000001,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,1,no,6982
38.0,8.86,61.0,1.0000000000000002,999.0000000000001,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,no,4915
58.0,8.83,180.0,1.0000000000000002,999.0000000000001,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,no,2065
56.0,9.164,212.0,1.0000000000000002,999.0000000000001,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,1,yes,3845
34.0,9.016,395.0,3.000000000000001,999.0000000000001,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,no,2529
37.0,8.87,223.0,2.0000000000000004,999.0000000000001,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,no,1973
56.0,8.81,492.0,1.0000000000000002,999.0000000000001,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,yes,1731
28.0,9.42,701.0,4.000000000000001,999.0000000000001,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,yes,5029
52.0,8.81,62.0,13.000000000000004,999.0000000000001,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,no,10483
34.0,8.83,296.0,1.0000000000000002,205.00000000000003,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,yes,5410
42.0,8.95,117.0,8.000000000000002,999.0000000000001,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,no,621
46.0,8.85,565.0,2.0000000000000004,999.0000000000001,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,yes,4306
32.0,8.836,532.0,3.000000000000001,999.0000000000001,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,1,yes,5072
31.0,8.82,214.0,4.000000000000001,999.0000000000001,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,no,10955
57.0,8.92,172.0,2.0000000000000004,364.00000000000006,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,1,1,0,0,no,804
56.0,8.96,37.0,2.0000000000000004,999.0000000000001,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,no,6540
35.0,8.97,4.0,1.0000000000000002,771.0000000000001,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,no,2797
42.0,8.81,331.0,1.0000000000000002,140.00000000000003,4,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,yes,5289
40.0,9.08,906.0,2.0000000000000004,350.00000000000006,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,1,1,0,0,yes,7904
36.0,9.78,953.0,1.0000000000000002,999.0000000000001,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,1,yes,10541
58.0,8.81,150.0,2.0000000000000004,205.00000000000003,6,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,no,2705
24.0,8.98,369.0,1.0000000000000002,999.0000000000001,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,1,no,1967
36.0,8.84,1046.0,3.000000000000001,333.00000000000006,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,1,0,yes,1712
49.0,9.0,935.0,1.0000000000000002,999.0000000000001,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,yes,10591
35.0,8.88,266.0,1.0000000000000002,87.00000000000001,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,yes,5204
55.0,9.055,224.0,2.0000000000000004,999.0000000000001,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,no,7160
47.0,8.93,289.0,2.0000000000000004,999.0000000000001,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,1,yes,9946
54.0,8.84,673.0,2.0000000000000004,999.0000000000001,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,yes,2715
37.0,9.15,430.0,1.0000000000000002,999.0000000000001,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,1,no,9106
35.0,8.82,219.0,2.0000000000000004,999.0000000000001,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,no,6300
59.0,8.81,20.0,4.000000000000001,999.0000000000001,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,1,no,8072
41.0,9.125,115.0,2.0000000000000004,999.0000000000001,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,no,4110
65.0,8.9,349.0,1.0000000000000002,183.00000000000003,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,1,0,yes,444
44.0,8.81,1594.0,1.0000000000000002,148.00000000000003,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,yes,4371
26.0,9.984,280.0,1.0000000000000002,999.0000000000001,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,yes,5868
37.0,8.836,416.0,2.0000000000000004,999.0000000000001,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,no,6289
30.0,8.82,173.0,1.0000000000000002,164.00000000000003,4,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,1,yes,1976
58.0,8.99,516.0,4.000000000000001,999.0000000000001,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,1,no,3350
60.0,9.83,236.0,1.0000000000000002,999.0000000000001,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,yes,9715
27.0,8.84,732.0,2.0000000000000004,999.0000000000001,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,1,yes,6046
33.0,8.914,251.0,1.0000000000000002,999.0000000000001,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,no,180
57.0,8.85,177.0,2.0000000000000004,210.00000000000003,3,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,yes,3611
33.0,8.98,355.0,4.000000000000001,999.0000000000001,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,no,4359
34.0,8.99,442.0,1.0000000000000002,999.0000000000001,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,yes,3266
45.0,8.99,367.0,1.0000000000000002,999.0000000000001,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,yes,452
60.0,9.04,296.0,2.0000000000000004,999.0000000000001,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,yes,1627
36.0,8.875,156.0,2.0000000000000004,999.0000000000001,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,no,6065
61.0,8.84,270.0,2.0000000000000004,999.0000000000001,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,yes,2821
43.0,9.305,1490.0,3.000000000000001,999.0000000000001,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,1,yes,4011
30.0,8.87,524.0,15.000000000000004,999.0000000000001,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,1,yes,102
44.0,8.83,275.0,1.0000000000000002,999.0000000000001,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,1,yes,10684
31.0,8.734,1039.0,7.000000000000002,999.0000000000001,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,1,yes,8833
31.0,9.07,1205.0,1.0000000000000002,999.0000000000001,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,1,yes,3381
26.0,8.836,194.0,1.0000000000000002,119.00000000000001,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,yes,8412
36.0,8.81,52.0,1.0000000000000002,999.0000000000001,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,no,6290
36.0,8.94,117.0,2.0000000000000004,21.000000000000004,3,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,1,0,0,1,1,0,0,yes,927
37.0,8.82,40.0,10.000000000000002,999.0000000000001,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,no,3814
24.0,8.97,475.0,1.0000000000000002,412.00000000000006,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,yes,9550
31.0,8.89,130.0,13.000000000000004,999.0000000000001,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,no,6117
29.0,8.914,97.0,1.0000000000000002,999.0000000000001,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,no,9271
30.0,8.81,140.0,1.0000000000000002,424.00000000000006,8,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,1,0,yes,1317
33.0,8.82,216.0,3.000000000000001,999.0000000000001,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,no,9041
37.0,8.85,562.0,2.0000000000000004,183.00000000000003,10,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,yes,1729
40.0,9.06,86.0,1.0000000000000002,999.0000000000001,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,1,no,112
27.0,8.84,471.0,2.0000000000000004,999.0000000000001,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,yes,2950
40.0,9.29,735.0,1.0000000000000002,999.0000000000001,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,no,10303
42.0,8.85,692.0,1.0000000000000002,999.0000000000001,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,yes,282
60.0,10.14,177.0,2.0000000000000004,999.0000000000001,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,1,yes,2896
36.0,8.9,274.0,2.0000000000000004,999.0000000000001,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,no,8021
34.0,8.9,243.0,2.0000000000000004,153.00000000000003,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,0,no,5888
21.0,8.836,198.0,3.000000000000001,999.0000000000001,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,no,9075
27.0,8.85,701.0,2.0000000000000004,999.0000000000001,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,1,yes,1865
30.0,8.9,125.0,2.0000000000000004,999.0000000000001,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,no,6195
27.0,8.93,336.0,1.0000000000000002,999.0000000000001,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,no,6178
44.0,8.86,296.0,3.000000000000001,999.0000000000001,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,yes,2777
38.0,8.83,606.0,3.000000000000001,999.0000000000001,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,yes,6571
56.0,8.82,111.0,1.0000000000000002,999.0000000000001,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,no,3340
34.0,8.83,209.0,5.000000000000001,999.0000000000001,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,no,1214
93.0,8.92,860.0,2.0000000000000004,177.00000000000003,7,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,yes,3468
32.0,8.83,120.0,1.0000000000000002,999.0000000000001,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,1,no,8672
36.0,8.95,211.0,1.0000000000000002,90.00000000000001,6,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,yes,4115
55.0,9.016,359.0,1.0000000000000002,999.0000000000001,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,no,5292
36.0,8.836,263.0,1.0000000000000002,171.00000000000003,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,1,1,0,0,no,6921
36.0,8.89,398.0,2.0000000000000004,477.00000000000006,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,1,1,0,0,yes,7879
39.0,9.07,208.0,2.0000000000000004,999.0000000000001,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,no,4256
47.0,8.97,957.0,3.000000000000001,999.0000000000001,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,1,yes,9776
